date,time,message
8/28/2017,19:50.4,"sub module info: modueID: 0x28, firmwareVersion: 00.00.00.00, state:Upgrading. (code 1), progress: 0%"
8/28/2017,19:50.4,handle state init => upgrading
8/28/2017,19:50.4,upgrade progress 1%
8/28/2017,19:51.3,"sub module info: modueID: 0x28, firmwareVersion: 00.00.00.00, state:Upgrading. (code 1), progress: 0%"
8/28/2017,19:51.3,upgrade progress 7%
8/28/2017,19:53.3,"sub module info: modueID: 0x28, firmwareVersion: 00.00.00.00, state:Upgrading. (code 1), progress: 0%"
8/28/2017,19:53.3,upgrade progress 7%
8/28/2017,19:54.3,"sub module info: modueID: 0x28, firmwareVersion: 00.00.00.00, state:Upgrading. (code 1), progress: 0%"
8/28/2017,19:54.3,upgrade progress 8%
8/28/2017,19:54.9,"sub module info: modueID: 0x28, firmwareVersion: 00.00.00.00, state:Upgrading. (code 1), progress: 0%"
8/28/2017,19:54.9,upgrade progress 15%
8/28/2017,19:56.8,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
8/28/2017,19:56.8,upgrade progress 20%
8/28/2017,19:58.8,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
8/28/2017,19:58.8,upgrade progress 20%
8/28/2017,20:00.8,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:00.8,upgrade progress 20%
8/28/2017,20:02.8,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:02.8,upgrade progress 20%
8/28/2017,20:04.8,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:04.8,upgrade progress 20%
8/28/2017,20:06.8,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:06.8,upgrade progress 20%
8/28/2017,20:08.6,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 5%"
8/28/2017,20:08.6,upgrade progress 20%
8/28/2017,20:08.9,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 10%"
8/28/2017,20:08.9,upgrade progress 22%
8/28/2017,20:09.2,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 15%"
8/28/2017,20:09.2,upgrade progress 24%
8/28/2017,20:09.6,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 20%"
8/28/2017,20:09.6,upgrade progress 24%
8/28/2017,20:09.9,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 25%"
8/28/2017,20:09.9,upgrade progress 26%
8/28/2017,20:10.2,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 30%"
8/28/2017,20:10.2,upgrade progress 28%
8/28/2017,20:10.6,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 35%"
8/28/2017,20:10.6,upgrade progress 28%
8/28/2017,20:10.9,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 40%"
8/28/2017,20:10.9,upgrade progress 30%
8/28/2017,20:11.2,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 45%"
8/28/2017,20:11.3,upgrade progress 32%
8/28/2017,20:11.7,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 50%"
8/28/2017,20:11.7,upgrade progress 32%
8/28/2017,20:12.0,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 55%"
8/28/2017,20:12.0,upgrade progress 34%
8/28/2017,20:14.0,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 55%"
8/28/2017,20:14.0,upgrade progress 34%
8/28/2017,20:16.0,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 55%"
8/28/2017,20:16.0,upgrade progress 34%
8/28/2017,20:17.4,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrade Completed. (code 0), progress: 100%"
8/28/2017,20:17.4,upgrade progress 46%
8/28/2017,20:19.4,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrade Completed. (code 0), progress: 100%"
8/28/2017,20:19.4,upgrade progress 46%
8/28/2017,20:20.4,"sub module info: modueID: 0x01, firmwareVersion: 01.06.15.82, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:20.4,upgrade progress 46%
8/28/2017,20:22.4,"sub module info: modueID: 0x01, firmwareVersion: 01.06.15.82, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:22.4,upgrade progress 46%
8/28/2017,20:24.4,"sub module info: modueID: 0x01, firmwareVersion: 01.06.15.82, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:24.4,upgrade progress 46%
8/28/2017,20:26.4,"sub module info: modueID: 0x01, firmwareVersion: 01.06.15.82, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:26.4,upgrade progress 46%
8/28/2017,20:28.4,"sub module info: modueID: 0x01, firmwareVersion: 01.06.15.82, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:28.4,upgrade progress 46%
8/28/2017,20:30.4,"sub module info: modueID: 0x01, firmwareVersion: 01.06.15.82, state:Upgrading. (code 1), progress: 0%"
8/28/2017,20:30.4,upgrade progress 46%
