CUSTOM.date [local], CUSTOM.updateTime [local], OSD.flyTime, OSD.flyTime [s], OSD.latitude, OSD.longitude, OSD.height [ft], OSD.heightMax [ft], OSD.vpsHeight [ft], OSD.altitude [ft], OSD.hSpeed [MPH], OSD.hSpeedMax [MPH], OSD.xSpeed [MPH], OSD.xSpeedMax [MPH], OSD.ySpeed [MPH], OSD.ySpeedMax [MPH], OSD.zSpeed [MPH], OSD.zSpeedMax [MPH], OSD.pitch, OSD.roll, OSD.yaw, OSD.yaw [360], OSD.flycState, OSD.flycCommand, OSD.flightAction, OSD.gpsNum, OSD.gpsLevel, OSD.isGPSUsed, OSD.nonGPSCause, OSD.droneType, OSD.isSwaveWork, OSD.waveError, OSD.goHomeStatus, OSD.batteryType, OSD.ctrlDevice, OSD.isOnGround, OSD.isMotorOn, OSD.isMotorBlocked, OSD.motorStartFailedCause, OSD.motorFailReason, OSD.isImuPreheated, OSD.imuInitFailReason, OSD.isAcceletorOverRange, OSD.isBarometerDeadInAir, OSD.isCompassError, OSD.isGoHomeHeightModified, OSD.canIOCWork, OSD.isNotEnoughForce, OSD.isOutOfLimit, OSD.isPropellerCatapult, OSD.isVibrating, OSD.isVisionUsed, OSD.voltageWarning, GIMBAL.mode, GIMBAL.pitch, GIMBAL.roll, GIMBAL.yaw, GIMBAL.yaw [360], GIMBAL.isPitchAtLimit, GIMBAL.isRollAtLimit, GIMBAL.isYawAtLimit, GIMBAL.isStuck, CAMERA.isPhoto, CAMERA.isVideo, CAMERA.filename, CAMERA.sdCardIsInserted, CAMERA.sdCardState, RC.downlinkSignal, RC.uplinkSignal, RC.aileron, RC.elevator, RC.throttle, RC.rudder, RC.mode, RC.goHomeDepressed, RC.recordDepressed, RC.shutterDepressed, RC.playbackDepressed, RC.wheelDepressed, RC.wheelOffset, RC.custom1Depressed, RC.custom2Depressed, RC.custom3Depressed, RC.custom4Depressed, BATTERY.chargeLevel, BATTERY.currentPV [V], BATTERY.currentCapacity [mAh], BATTERY.fullCapacity [mAh], BATTERY.voltage [V], BATTERY.isCellVoltageEstimated, BATTERY.cellVoltage1 [V], BATTERY.cellVoltage2 [V], BATTERY.maxCellVoltageDeviation, BATTERY.isCellVoltageDeviationHigh, BATTERY.isVoltageLow, BATTERY.current [A], BATTERY.temperature [F], BATTERY.minTemperature [F], BATTERY.maxTemperature [F], BATTERY.usefulTime [s], BATTERY.goHomeTime [s], BATTERY.landTime [s], BATTERY.goHomeBattery, BATTERY.landBattery, BATTERY.safeFlyRadius, BATTERY.volumeConsume, BATTERY.status, BATTERY.goHomeStatus, BATTERY.goHomeCountdown, BATTERY.lowWarning, BATTERY.lowWarningGoHome, BATTERY.seriousLowWarning, BATTERY.seriousLowWarningLanding, BATTERY.timesCharged, MC.failSafeAction, HOME.latitude, HOME.longitude, HOME.distance [ft], HOME.height [ft], HOME.heightLimit [ft], HOME.isHomeRecord, HOME.goHomeMode, HOME.aircraftHeadDirection, HOME.isDynamicHomePointEnabled, HOME.isReachedLimitDistance, HOME.isReachedLimitHeight, HOME.isCompassCeleing, HOME.compassCeleStatus, HOME.isMultipleFlightModeEnabled, HOME.isBeginnerMode, HOME.isIOCEnabled, HOME.iocMode, HOME.goHomeHeight [ft], HOME.courseLockAngle, HOME.forceLandingHeight [ft], HOME.wind, HOME.dataRecorderFileIndex, RECOVER.appType, RECOVER.appVersion, RECOVER.aircraftName, RECOVER.aircraftSerial, RECOVER.cameraSerial, RECOVER.rcSerial, RECOVER.batterySerial, DETAILS.totalTime [s], DETAILS.totalDistance [ft], DETAILS.maxHeight [ft], DETAILS.maxHorizontalSpeed [MPH], DETAILS.maxVerticalSpeed [MPH], DETAILS.photoNum, DETAILS.videoTime [s], DETAILS.aircraftName, DETAILS.aircraftSerial, DETAILS.cameraSerial, DETAILS.rcSerial, DETAILS.batterySerial, DETAILS.appName, DETAILS.appType, DETAILS.appVersion, APPGPS.latitude, APPGPS.longitude, APPGPS.accuracy, APP.message, APP.tip, APP.warning
8/29/2017,18:35.6,9m 29.2s,569.2,39.96112793,-106.2164187,28.9,29.9,30.5,8157,0,9,0,2.9,0,1.8,0,0.2,-0.3,-2.8,-67.7,292.3,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,52,5796.866,256,44543,22.695,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,657,13,3,16,10,2562.3,24499.31,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.1,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:35.8,9m 29.3s,569.3,39.96112786,-106.2164188,28.9,29.9,30.5,8157,0,9,-0.2,2.9,-0.2,1.8,0,0.2,0,-2,-67.6,292.4,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,52,5796.866,256,44543,22.695,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,657,13,3,16,10,2562.3,24499.31,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.2,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:35.9,9m 29.4s,569.4,39.96112774,-106.216419,28.9,29.9,30.5,8157,0,9,-0.2,2.9,-0.2,1.8,0,0.2,0.2,-1.1,-67.6,292.4,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,52,5796.866,256,44543,22.695,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,657,13,3,16,10,2562.3,24499.31,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.2,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:36.1,9m 29.5s,569.5,39.96112759,-106.2164191,28.9,29.9,30.5,8157,0,9,-0.2,2.9,0,1.8,0,0.2,0.3,-0.2,-67.6,292.4,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,52,5796.866,256,44543,22.695,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,657,13,3,16,10,2562.3,24499.31,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.3,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:36.2,9m 29.6s,569.6,39.96112742,-106.2164192,28.5,29.9,30.5,8157,0,9,-0.2,2.9,0,1.8,0,0.2,0.3,0.1,-67.6,292.4,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,52,5796.866,256,44543,22.695,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,657,13,3,16,10,2562.3,24499.31,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.3,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:36.3,9m 29.7s,569.7,39.96112735,-106.2164193,28.5,29.9,30.5,8157,0,9,-0.2,2.9,0,1.8,0,0.2,0.4,0.2,-67.5,292.5,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,52,5796.866,256,44543,22.695,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,657,13,3,16,10,2562.3,24499.31,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.4,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:36.4,9m 29.8s,569.8,39.96112729,-106.2164193,28.5,29.9,30.5,8157,0,9,-0.2,2.9,0,1.8,0,0.2,0.2,-0.1,-67.5,292.5,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,52,5796.866,256,44543,22.695,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,657,13,3,16,10,2562.3,24499.31,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.4,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:36.6,9m 29.9s,569.9,39.96112736,-106.2164192,28.5,29.9,30.5,8157,0,9,0,2.9,0,1.8,0,0.2,0.1,-0.7,-67.4,292.6,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5804.545,55552,45823,108.82,FALSE,62.726,,1009.502,TRUE,FALSE,2875.392,,7543,,657,13,3,16,10,2562.3,24499.31,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.4,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:36.7,9m 30.0s,570,39.96112738,-106.2164192,28.9,29.9,30.5,8157,0,9,0,2.9,0,1.8,0,0.2,0,-1,-67.4,292.6,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5804.545,55552,45823,108.82,FALSE,62.726,,1009.502,TRUE,FALSE,2875.392,,7543,,657,13,3,16,10,2562.3,24499.31,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.3,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:36.9,9m 30.1s,570.1,39.9611275,-106.2164191,28.9,29.9,30.5,8157,0,9,0,2.9,0,1.8,0,0.2,-0.2,-1.4,-67.4,292.6,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5796.866,256,44543,22.637,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,668,13,3,16,10,2605.2,24048.3,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.3,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:37.2,9m 30.2s,570.2,39.96112757,-106.216419,28.9,29.9,30.8,8157,0,9,0,2.9,0,1.8,0,0.2,-0.4,-1.8,-67.5,292.5,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5796.866,256,44543,22.637,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,668,13,3,16,10,2605.2,24048.3,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.3,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:37.4,9m 30.3s,570.3,39.96112775,-106.2164188,28.9,29.9,30.8,8157,0,9,0,2.9,0,1.8,0,0.2,-0.6,-2.5,-67.5,292.5,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5796.866,256,44543,22.637,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,668,13,3,16,10,2605.2,24048.3,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.2,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:37.5,9m 30.4s,570.4,39.96112788,-106.2164187,28.9,29.9,30.8,8157,0,9,0,2.9,0,1.8,0,0.2,-0.7,-2.8,-67.5,292.5,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5796.866,256,44543,22.637,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,668,13,3,16,10,2605.2,24048.3,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.1,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:37.7,9m 30.5s,570.5,39.96112797,-106.2164186,28.9,29.9,30.8,8157,0,9,0,2.9,0,1.8,0,0.2,-0.7,-2.7,-67.6,292.4,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5796.866,256,44543,22.637,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,668,13,3,16,10,2605.2,24048.3,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.1,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:37.8,9m 30.6s,570.6,39.96112798,-106.2164185,28.9,29.9,30.8,8157,0,9,0,2.9,0,1.8,-0.2,0.2,-0.8,-2.3,-67.7,292.3,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5796.866,256,44543,22.637,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,668,13,3,16,10,2605.2,24048.3,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.1,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:38.1,9m 30.7s,570.7,39.96112789,-106.2164185,28.9,29.9,30.8,8157,0,9,-0.2,2.9,0,1.8,0,0.2,-0.8,-1.4,-67.8,292.2,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1024,1367,889,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5796.866,256,44543,22.637,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,668,13,3,16,10,2605.2,24048.3,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.1,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
8/29/2017,18:38.2,9m 30.9s,570.9,39.9611276,-106.2164185,28.9,29.9,30.8,8157,0.7,9,-0.2,2.9,0,1.8,0,0.2,-3.2,-1,-67.9,292.1,P-GPS,Auto Fly,,16,5,TRUE,,Inspire 2,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-67.3,292.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,Normal,,,1024,1034,1684,858,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,6,5796.866,256,44543,22.637,FALSE,62.726,,1009.502,TRUE,FALSE,2977.792,,7543,,668,13,3,16,10,2605.2,24048.3,,Idle,0,15,FALSE,7,TRUE,,Go Home,39.96119499,-106.2163983,25.2,8098.6,984.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,42.4,23,Calm,8,Android, 4.1.5,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,344.859,5668,298.2,36.6,9.8,0,0,DF025,095XDCK002002W,09CLDCL005020S,09KL3A02SL,09UADBH03101H2,,Android, 4.1.5,,,,,,
