#,CUSTOM.date [local], CUSTOM.updateTime [local], OSD.flyTime, OSD.flyTime [s], OSD.latitude, OSD.longitude, OSD.height [ft], OSD.heightMax [ft], OSD.vpsHeight [ft], OSD.altitude [ft], OSD.hSpeed [MPH], OSD.hSpeedMax [MPH], OSD.xSpeed [MPH], OSD.xSpeedMax [MPH], OSD.ySpeed [MPH], OSD.ySpeedMax [MPH], OSD.zSpeed [MPH], OSD.zSpeedMax [MPH], OSD.pitch, OSD.roll, OSD.yaw, OSD.yaw [360], OSD.flycState, OSD.flycCommand, OSD.flightAction, OSD.gpsNum, OSD.gpsLevel, OSD.isGPSUsed, OSD.nonGPSCause, OSD.droneType, OSD.isSwaveWork, OSD.waveError, OSD.goHomeStatus, OSD.batteryType, OSD.ctrlDevice, OSD.isOnGround, OSD.isMotorOn, OSD.isMotorBlocked, OSD.motorStartFailedCause, OSD.motorFailReason, OSD.isImuPreheated, OSD.imuInitFailReason, OSD.isAcceletorOverRange, OSD.isBarometerDeadInAir, OSD.isCompassError, OSD.isGoHomeHeightModified, OSD.canIOCWork, OSD.isNotEnoughForce, OSD.isOutOfLimit, OSD.isPropellerCatapult, OSD.isVibrating, OSD.isVisionUsed, OSD.voltageWarning, GIMBAL.mode, GIMBAL.pitch, GIMBAL.roll, GIMBAL.yaw, GIMBAL.yaw [360], GIMBAL.isPitchAtLimit, GIMBAL.isRollAtLimit, GIMBAL.isYawAtLimit, GIMBAL.isStuck, CAMERA.isPhoto, CAMERA.isVideo, CAMERA.filename, CAMERA.sdCardIsInserted, CAMERA.sdCardState, RC.downlinkSignal, RC.uplinkSignal, RC.aileron, RC.elevator, RC.throttle, RC.rudder, RC.mode, RC.goHomeDepressed, RC.recordDepressed, RC.shutterDepressed, RC.playbackDepressed, RC.wheelDepressed, RC.wheelOffset, RC.custom1Depressed, RC.custom2Depressed, RC.custom3Depressed, RC.custom4Depressed, BATTERY.chargeLevel, BATTERY.currentPV [V], BATTERY.currentCapacity [mAh], BATTERY.fullCapacity [mAh], BATTERY.voltage [V], BATTERY.isCellVoltageEstimated, BATTERY.cellVoltage1 [V], BATTERY.cellVoltage2 [V], BATTERY.cellVoltage3 [V], BATTERY.maxCellVoltageDeviation, BATTERY.isCellVoltageDeviationHigh, BATTERY.isVoltageLow, BATTERY.current [A], BATTERY.temperature [F], BATTERY.minTemperature [F], BATTERY.maxTemperature [F], BATTERY.usefulTime [s], BATTERY.goHomeTime [s], BATTERY.landTime [s], BATTERY.goHomeBattery, BATTERY.landBattery, BATTERY.safeFlyRadius, BATTERY.volumeConsume, BATTERY.status, BATTERY.goHomeStatus, BATTERY.goHomeCountdown, BATTERY.lowWarning, BATTERY.lowWarningGoHome, BATTERY.seriousLowWarning, BATTERY.seriousLowWarningLanding, BATTERY.timesCharged, MC.failSafeAction, HOME.latitude, HOME.longitude, HOME.distance [ft], HOME.height [ft], HOME.heightLimit [ft], HOME.isHomeRecord, HOME.goHomeMode, HOME.aircraftHeadDirection, HOME.isDynamicHomePointEnabled, HOME.isReachedLimitDistance, HOME.isReachedLimitHeight, HOME.isCompassCeleing, HOME.compassCeleStatus, HOME.isMultipleFlightModeEnabled, HOME.isBeginnerMode, HOME.isIOCEnabled, HOME.iocMode, HOME.goHomeHeight [ft], HOME.courseLockAngle, HOME.forceLandingHeight [ft], HOME.wind, HOME.dataRecorderFileIndex, RECOVER.appType, RECOVER.appVersion, RECOVER.aircraftName, RECOVER.aircraftSerial, RECOVER.cameraSerial, RECOVER.rcSerial, RECOVER.batterySerial, DETAILS.totalTime [s], DETAILS.totalDistance [ft], DETAILS.maxHeight [ft], DETAILS.maxHorizontalSpeed [MPH], DETAILS.maxVerticalSpeed [MPH], DETAILS.photoNum, DETAILS.videoTime [s], DETAILS.aircraftName, DETAILS.aircraftSerial, DETAILS.cameraSerial, DETAILS.rcSerial, DETAILS.batterySerial, DETAILS.appName, DETAILS.appType, DETAILS.appVersion, APPGPS.latitude, APPGPS.longitude, APPGPS.accuracy, APP.message, APP.tip, APP.warning
1,6/19/2018,48:38.8,0m 0.6s,0.6,39.96118944,-106.2164846,0,0,0.3,8128,0,0,0,0,0,0,0,0,4.3,-1.4,-102.1,257.9,Starting Motors,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.615,TRUE,3.872,3.872,3.872,,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,Data Recorder File Index is 45.,,
2,6/19/2018,48:38.9,0m 0.7s,0.7,39.96118945,-106.2164846,0,0,0.3,8128,0,0,0,0,0,0,0,0,4.3,-1.4,-102.1,257.9,Starting Motors,Auto Fly,Takeoff (App Auto),15,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.615,TRUE,3.872,3.872,3.872,,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,,,
3,6/19/2018,48:39.0,0m 0.8s,0.8,39.96118944,-106.2164846,0,0,0.3,8128,1.1,1.1,0,0,0,0,0,0,4.2,-1.3,-102.1,257.9,Starting Motors,Auto Fly,Takeoff (App Auto),15,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.719,FALSE,3.906,3.906,3.907,0.001,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,,,
4,6/19/2018,48:39.2,0m 0.9s,0.9,39.96118945,-106.2164846,0,0,0.3,8128,0,1.1,0,0,0,0,0,0,4.1,-1.4,-102.1,257.9,Starting Motors,Auto Fly,Takeoff (App Auto),15,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.719,FALSE,3.906,3.906,3.907,0.001,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,,,
5,6/19/2018,48:39.3,0m 1.0s,1,39.96118944,-106.2164846,0,0,0.3,8128,1.1,1.1,0,0,0,0,0,0,4.2,-1.4,-102.1,257.9,Starting Motors,Auto Fly,Takeoff (App Auto),15,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.719,FALSE,3.906,3.906,3.907,0.001,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,,,
6,6/19/2018,48:39.4,0m 1.1s,1.1,39.96118945,-106.2164846,0,0,0.3,8128,0,1.1,0,0,0,0,0,0,4.2,-1.4,-102.1,257.9,Starting Motors,Auto Fly,Takeoff (App Auto),15,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.719,FALSE,3.906,3.906,3.907,0.001,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,,,
7,6/19/2018,48:39.4,0m 1.2s,1.2,39.96118944,-106.2164846,0,0,0.3,8128,1.1,1.1,0,0,0,0,0,0,4.2,-1.4,-102.1,257.9,Auto Takeoff,Auto Fly,Takeoff (App Auto),15,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.719,FALSE,3.906,3.906,3.907,0.001,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,,,
8,6/19/2018,48:39.5,0m 1.3s,1.3,39.96118945,-106.2164846,0,0,0.3,8128,0,1.1,0,0,0,0,0,0,4.2,-1.4,-102.1,257.9,Auto Takeoff,Auto Fly,Takeoff (App Auto),15,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.719,FALSE,3.906,3.906,3.907,0.001,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,,,
9,6/19/2018,48:39.6,0m 1.4s,1.4,39.96118945,-106.2164845,0,0,0.3,8128,0,1.1,0,0,0,0,0,0,4.1,-1.3,-102,258,Auto Takeoff,Auto Fly,Takeoff (App Auto),15,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.719,FALSE,3.906,3.906,3.907,0.001,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,,,
10,6/19/2018,48:39.7,0m 1.5s,1.5,39.96118946,-106.2164845,0,0,0.3,8128,0,1.1,0,0,0,0,0,0,3.9,-1.3,-102,258,Auto Takeoff,Auto Fly,Takeoff (App Auto),15,5,TRUE,,Mavic Pro,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,-20.6,0,-101.8,258.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,63,,,,11.719,FALSE,3.906,3.906,3.907,0.001,FALSE,FALSE,,,,,0,0,0,0,0,0,1356.45,,Idle,0,30,FALSE,10,TRUE,,Land,39.96119912,-106.2164621,7.2,8355.3,164,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,160.8,,16.4,Calm,45,Android, 4.2.16,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,414.3,859.8,72.2,5.7,5.1,0,333,DF020,08RDE5F001007H,08TLE4700X0040,,093AE5J0320485,,Android, 4.2.16,,,,,,
