#,CUSTOM.date [local], CUSTOM.updateTime [local], OSD.flyTime, OSD.flyTime [s], OSD.latitude, OSD.longitude, OSD.height [ft], OSD.heightMax [ft], OSD.vpsHeight [ft], OSD.altitude [ft], OSD.hSpeed [MPH], OSD.hSpeedMax [MPH], OSD.xSpeed [MPH], OSD.xSpeedMax [MPH], OSD.ySpeed [MPH], OSD.ySpeedMax [MPH], OSD.zSpeed [MPH], OSD.zSpeedMax [MPH], OSD.pitch, OSD.roll, OSD.yaw, OSD.yaw [360], OSD.flycState, OSD.flycCommand, OSD.flightAction, OSD.gpsNum, OSD.gpsLevel, OSD.isGPSUsed, OSD.nonGPSCause, OSD.droneType, OSD.isSwaveWork, OSD.waveError, OSD.goHomeStatus, OSD.batteryType, OSD.ctrlDevice, OSD.isOnGround, OSD.isMotorOn, OSD.isMotorBlocked, OSD.motorStartFailedCause, OSD.motorFailReason, OSD.isImuPreheated, OSD.imuInitFailReason, OSD.isAcceletorOverRange, OSD.isBarometerDeadInAir, OSD.isCompassError, OSD.isGoHomeHeightModified, OSD.canIOCWork, OSD.isNotEnoughForce, OSD.isOutOfLimit, OSD.isPropellerCatapult, OSD.isVibrating, OSD.isVisionUsed, OSD.voltageWarning, GIMBAL.mode, GIMBAL.pitch, GIMBAL.roll, GIMBAL.yaw, GIMBAL.yaw [360], GIMBAL.isPitchAtLimit, GIMBAL.isRollAtLimit, GIMBAL.isYawAtLimit, GIMBAL.isStuck, CAMERA.isPhoto, CAMERA.isVideo, CAMERA.filename, CAMERA.sdCardIsInserted, CAMERA.sdCardState, RC.downlinkSignal, RC.uplinkSignal, RC.aileron, RC.elevator, RC.throttle, RC.rudder, RC.mode, RC.goHomeDepressed, RC.recordDepressed, RC.shutterDepressed, RC.playbackDepressed, RC.wheelDepressed, RC.wheelOffset, RC.custom1Depressed, RC.custom2Depressed, RC.custom3Depressed, RC.custom4Depressed, BATTERY.chargeLevel, BATTERY.currentPV [V], BATTERY.currentCapacity [mAh], BATTERY.fullCapacity [mAh], BATTERY.voltage [V], BATTERY.isCellVoltageEstimated, BATTERY.cellVoltage1 [V], BATTERY.cellVoltage2 [V], BATTERY.cellVoltage3 [V], BATTERY.maxCellVoltageDeviation, BATTERY.isCellVoltageDeviationHigh, BATTERY.isVoltageLow, BATTERY.current [A], BATTERY.temperature [F], BATTERY.minTemperature [F], BATTERY.maxTemperature [F], BATTERY.usefulTime [s], BATTERY.goHomeTime [s], BATTERY.landTime [s], BATTERY.goHomeBattery, BATTERY.landBattery, BATTERY.safeFlyRadius, BATTERY.volumeConsume, BATTERY.status, BATTERY.goHomeStatus, BATTERY.goHomeCountdown, BATTERY.lowWarning, BATTERY.lowWarningGoHome, BATTERY.seriousLowWarning, BATTERY.seriousLowWarningLanding, BATTERY.timesCharged, MC.failSafeAction, HOME.latitude, HOME.longitude, HOME.distance [ft], HOME.height [ft], HOME.heightLimit [ft], HOME.isHomeRecord, HOME.goHomeMode, HOME.aircraftHeadDirection, HOME.isDynamicHomePointEnabled, HOME.isReachedLimitDistance, HOME.isReachedLimitHeight, HOME.isCompassCeleing, HOME.compassCeleStatus, HOME.isMultipleFlightModeEnabled, HOME.isBeginnerMode, HOME.isIOCEnabled, HOME.iocMode, HOME.goHomeHeight [ft], HOME.courseLockAngle, HOME.forceLandingHeight [ft], HOME.wind, HOME.dataRecorderFileIndex, RECOVER.appType, RECOVER.appVersion, RECOVER.aircraftName, RECOVER.aircraftSerial, RECOVER.cameraSerial, RECOVER.rcSerial, RECOVER.batterySerial, DETAILS.totalTime [s], DETAILS.totalDistance [ft], DETAILS.maxHeight [ft], DETAILS.maxHorizontalSpeed [MPH], DETAILS.maxVerticalSpeed [MPH], DETAILS.photoNum, DETAILS.videoTime [s], DETAILS.aircraftName, DETAILS.aircraftSerial, DETAILS.cameraSerial, DETAILS.rcSerial, DETAILS.batterySerial, DETAILS.appName, DETAILS.appType, DETAILS.appVersion, APPGPS.latitude, APPGPS.longitude, APPGPS.accuracy, APP.message, APP.tip, APP.warning
1,4/19/2018,05:29.6,0m 3.9s,3.9,39.9612655,-106.2165164,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.4,-106.3,253.7,P-GPS,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.114,TRUE,4.038,4.038,4.038,,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.7,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,Data Recorder File Index is 15.,,
2,4/19/2018,05:29.6,0m 4.0s,4,39.96126555,-106.2165164,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.4,-106.3,253.7,Starting Motors,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.114,TRUE,4.038,4.038,4.038,,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.7,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,,,
3,4/19/2018,05:29.8,0m 4.1s,4.1,39.96126562,-106.2165164,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.4,-106.3,253.7,Starting Motors,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.114,TRUE,4.038,4.038,4.038,,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.7,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,,,
4,4/19/2018,05:29.9,0m 4.2s,4.2,39.9612655,-106.2165163,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.4,-106.4,253.6,Starting Motors,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.114,TRUE,4.038,4.038,4.038,,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.7,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,,,
5,4/19/2018,05:30.0,0m 4.3s,4.3,39.96126555,-106.2165163,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.4,-106.4,253.6,Starting Motors,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.114,TRUE,4.038,4.038,4.038,,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.7,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,,,
6,4/19/2018,05:30.1,0m 4.4s,4.4,39.96126561,-106.2165162,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.4,-106.4,253.6,Starting Motors,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.048,FALSE,4.029,4.012,4.007,0.022,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.7,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,,,
7,4/19/2018,05:30.1,0m 4.5s,4.5,39.96126567,-106.2165163,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.5,-106.4,253.6,Starting Motors,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.048,FALSE,4.029,4.012,4.007,0.022,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.7,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,,,
8,4/19/2018,05:30.3,0m 4.6s,4.6,39.96126602,-106.216516,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.5,-106.4,253.6,Starting Motors,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.048,FALSE,4.029,4.012,4.007,0.022,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.6,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,,,
9,4/19/2018,05:30.3,0m 4.7s,4.7,39.96126611,-106.216516,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.5,-106.4,253.6,Starting Motors,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.048,FALSE,4.029,4.012,4.007,0.022,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.5,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,,,
10,4/19/2018,05:30.4,0m 4.8s,4.8,39.96126611,-106.2165162,0,0,0.3,8128,0,0,0,0,0,0,0,0,7.2,1.5,-106.4,253.6,Starting Motors,Other,Takeoff (RC Assisted),19,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-106.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,72,,,,12.048,FALSE,4.029,4.012,4.007,0.022,FALSE,FALSE,,,,,0,23,0,17,10,5506.8,1412,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96130935,-106.2163982,36.6,7949.9,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,Course Lock,98.4,,16.4,Calm,15,, ,,,,,,471.3,9961.3,133.9,43.4,9.2,0,264,,0K1DF2P1BD,,,0K4AEBPA340178,,Android, 4.2.8,,,,,,
