sep=,
CUSTOM.date [local], CUSTOM.updateTime [local], OSD.flyTime, OSD.flyTime [s], OSD.latitude, OSD.longitude, OSD.height [ft], OSD.heightMax [ft], OSD.vpsHeight [ft], OSD.altitude [ft], OSD.hSpeed [MPH], OSD.hSpeedMax [MPH], OSD.xSpeed [MPH], OSD.xSpeedMax [MPH], OSD.ySpeed [MPH], OSD.ySpeedMax [MPH], OSD.zSpeed [MPH], OSD.zSpeedMax [MPH], OSD.pitch, OSD.roll, OSD.yaw, OSD.yaw [360], OSD.flycState, OSD.flycCommand, OSD.flightAction, OSD.gpsNum, OSD.gpsLevel, OSD.isGPSUsed, OSD.nonGPSCause, OSD.droneType, OSD.isSwaveWork, OSD.waveError, OSD.goHomeStatus, OSD.batteryType, OSD.ctrlDevice, OSD.isOnGround, OSD.isMotorOn, OSD.isMotorBlocked, OSD.motorStartFailedCause, OSD.motorFailReason, OSD.isImuPreheated, OSD.imuInitFailReason, OSD.isAcceletorOverRange, OSD.isBarometerDeadInAir, OSD.isCompassError, OSD.isGoHomeHeightModified, OSD.canIOCWork, OSD.isNotEnoughForce, OSD.isOutOfLimit, OSD.isPropellerCatapult, OSD.isVibrating, OSD.isVisionUsed, OSD.voltageWarning, GIMBAL.mode, GIMBAL.pitch, GIMBAL.roll, GIMBAL.yaw, GIMBAL.yaw [360], GIMBAL.isPitchAtLimit, GIMBAL.isRollAtLimit, GIMBAL.isYawAtLimit, GIMBAL.isStuck, CAMERA.isPhoto, CAMERA.isVideo, CAMERA.filename, CAMERA.sdCardIsInserted, CAMERA.sdCardState, RC.downlinkSignal, RC.uplinkSignal, RC.aileron, RC.elevator, RC.throttle, RC.rudder, RC.mode, RC.goHomeDepressed, RC.recordDepressed, RC.shutterDepressed, RC.playbackDepressed, RC.wheelDepressed, RC.wheelOffset, RC.custom1Depressed, RC.custom2Depressed, RC.custom3Depressed, RC.custom4Depressed, BATTERY.chargeLevel, BATTERY.currentPV [V], BATTERY.currentCapacity [mAh], BATTERY.fullCapacity [mAh], BATTERY.voltage [V], BATTERY.isCellVoltageEstimated, BATTERY.cellVoltage1 [V], BATTERY.cellVoltage2 [V], BATTERY.cellVoltage3 [V], BATTERY.maxCellVoltageDeviation, BATTERY.isCellVoltageDeviationHigh, BATTERY.isVoltageLow, BATTERY.current [A], BATTERY.temperature [F], BATTERY.minTemperature [F], BATTERY.maxTemperature [F], BATTERY.usefulTime [s], BATTERY.goHomeTime [s], BATTERY.landTime [s], BATTERY.goHomeBattery, BATTERY.landBattery, BATTERY.safeFlyRadius, BATTERY.volumeConsume, BATTERY.status, BATTERY.goHomeStatus, BATTERY.goHomeCountdown, BATTERY.lowWarning, BATTERY.lowWarningGoHome, BATTERY.seriousLowWarning, BATTERY.seriousLowWarningLanding, BATTERY.timesCharged, MC.failSafeAction, HOME.latitude, HOME.longitude, HOME.distance [ft], HOME.height [ft], HOME.heightLimit [ft], HOME.isHomeRecord, HOME.goHomeMode, HOME.aircraftHeadDirection, HOME.isDynamicHomePointEnabled, HOME.isReachedLimitDistance, HOME.isReachedLimitHeight, HOME.isCompassCeleing, HOME.compassCeleStatus, HOME.isMultipleFlightModeEnabled, HOME.isBeginnerMode, HOME.isIOCEnabled, HOME.iocMode, HOME.goHomeHeight [ft], HOME.courseLockAngle, HOME.forceLandingHeight [ft], HOME.wind, HOME.dataRecorderFileIndex, RECOVER.appType, RECOVER.appVersion, RECOVER.aircraftName, RECOVER.aircraftSerial, RECOVER.cameraSerial, RECOVER.rcSerial, RECOVER.batterySerial, DETAILS.totalTime [s], DETAILS.totalDistance [ft], DETAILS.maxHeight [ft], DETAILS.maxHorizontalSpeed [MPH], DETAILS.maxVerticalSpeed [MPH], DETAILS.photoNum, DETAILS.videoTime [s], DETAILS.aircraftName, DETAILS.aircraftSerial, DETAILS.cameraSerial, DETAILS.rcSerial, DETAILS.batterySerial, DETAILS.appName, DETAILS.appType, DETAILS.appVersion, APPGPS.latitude, APPGPS.longitude, APPGPS.accuracy, APP.message, APP.tip, APP.warning
8/29/2017,6:59:23.51 PM,13m 16.3s,796.3,39.96121717,-106.21639903,0,0,0.7,8128,0,0,0,0,0,0,0,0,2.5,1.3,56,56,Starting Motors,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,False,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,3,2918.4,26112,11007,,False,3.798,3.801,3.798,0.003,False,False,353.792,,11644.2,,,,,,,,,,Idle,,,True,,False,,Go Home,,,,,,False,,,False,False,False,False,0,False,False,False,,,,,Calm,,, ,,,,,,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,,,
8/29/2017,6:59:23.62 PM,13m 16.6s,796.6,39.96121723,-106.21639905,0,0,0.7,8128,0,0,0,0,0,0,0,0,2.5,1.3,55.9,55.9,Starting Motors,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,False,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,3,2918.4,26112,11007,,False,3.798,3.801,3.798,0.003,False,False,353.792,,11644.2,,,,,,,,,,Idle,,,True,,False,,Go Home,,,,,,False,,,False,False,False,False,0,False,False,False,,,,,Calm,,, ,,,,,,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,,,
8/29/2017,6:59:23.73 PM,13m 16.7s,796.7,39.96121725,-106.21639904,0,0,0.3,8128,0,0,0,0,0,0,0,0,2.4,1.3,55.9,55.9,Starting Motors,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,False,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,3,2918.4,26112,11007,,False,3.798,3.801,3.798,0.003,False,False,353.792,,11644.2,,,,,,,,,,Idle,,,True,,False,,Go Home,,,,,,False,,,False,False,False,False,0,False,False,False,,,,,Calm,,, ,,,,,,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,,,
8/29/2017,6:59:23.93 PM,13m 16.8s,796.8,39.96121725,-106.21639905,0,0,0.3,8128,0,0,0,0,0,0,0,0,2.5,1.3,55.9,55.9,Starting Motors,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,False,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,3,2918.4,26112,11007,,False,3.798,3.801,3.798,0.003,False,False,353.792,,11644.2,,,,,,,,,,Idle,,,True,,False,,Go Home,,,,,,False,,,False,False,False,False,0,False,False,False,,,,,Calm,,, ,,,,,,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,,,
8/29/2017,6:59:24.14 PM,13m 16.9s,796.9,39.96121726,-106.21639904,0,0,0.3,8128,0,0,0,0,0,0,0,0,2.6,1.2,55.8,55.8,Starting Motors,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,True,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,38,2918.4,26112,11007,11.367,False,3.798,3.801,3.798,0.003,False,False,353.792,,11644.2,,0,0,1,15,10,2067.0,1389.93,,Idle,0,30,False,10,True,,Go Home,39.9612303,-106.2163956,4.8,8051.8,1640.4,True,1,1,False,False,False,False,0,False,False,False,Course Lock,98.4,307.8,16.4,Calm,5,Android, 4.1.5,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,Data Recorder File Index is 5.,Taking off.,
8/29/2017,6:59:24.25 PM,13m 17.0s,797.0,39.96121726,-106.21639902,0,0,0.3,8128,0,0,0,0,0,0,0,0,2.6,1.2,55.8,55.8,Auto Takeoff,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,True,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,38,2918.4,26112,11007,11.367,False,3.798,3.801,3.798,0.003,False,False,353.792,,11644.2,,0,0,1,15,10,2067.0,1389.93,,Idle,0,30,False,10,True,,Go Home,39.9612303,-106.2163956,4.8,8051.8,1640.4,True,1,1,False,False,False,False,0,False,False,False,Course Lock,98.4,307.8,16.4,Calm,5,Android, 4.1.5,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,,,
8/29/2017,6:59:24.35 PM,13m 17.1s,797.1,39.96121727,-106.21639898,0,0,0.3,8128,1.1,1.1,0,0,0,0,0,0,2.6,1.2,55.8,55.8,Auto Takeoff,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,True,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,38,2918.4,26112,11007,11.367,False,3.798,3.801,3.798,0.003,False,False,353.792,,11644.2,,0,0,1,15,10,2067.0,1389.93,,Idle,0,30,False,10,True,,Go Home,39.9612303,-106.2163956,4.8,8051.8,1640.4,True,1,1,False,False,False,False,0,False,False,False,Course Lock,98.4,307.8,16.4,Calm,5,Android, 4.1.5,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,,,
8/29/2017,6:59:24.56 PM,13m 17.2s,797.2,39.96121725,-106.21639896,0,0,0.3,8128,0,1.1,0,0,0,0,0,0,2.5,1.3,55.8,55.8,Auto Takeoff,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,True,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,38,2918.4,26112,11007,11.367,False,3.798,3.801,3.798,0.003,False,False,353.792,,11644.2,,0,0,1,15,10,2067.0,1389.93,,Idle,0,30,False,10,True,,Go Home,39.9612303,-106.2163956,4.8,8051.8,1640.4,True,1,1,False,False,False,False,0,False,False,False,Course Lock,98.4,307.8,16.4,Calm,5,Android, 4.1.5,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,,,
8/29/2017,6:59:24.77 PM,13m 17.3s,797.3,39.96121726,-106.21639893,0,0,0.3,8128,1.1,1.1,0,0,0,0,0,0,2.4,1.3,55.7,55.7,Auto Takeoff,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,True,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,38,2918.4,26112,11007,11.367,False,3.798,3.801,3.798,0.003,False,False,353.792,,11644.2,,0,0,1,15,10,2067.0,1389.93,,Idle,0,30,False,10,True,,Go Home,39.9612303,-106.2163956,4.8,8051.8,1640.4,True,1,1,False,False,False,False,0,False,False,False,Course Lock,98.4,307.8,16.4,Calm,5,Android, 4.1.5,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,,,
8/29/2017,6:59:24.87 PM,13m 17.4s,797.4,39.96121725,-106.21639892,0,0,0.3,8128,0,1.1,0,0,0,0,0,0,2.3,1.4,55.6,55.6,Auto Takeoff,Other (34),Takeoff (App Auto),16,5,True,,Mavic Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-0.1,0,56.2,56.2,False,False,False,False,False,False,,True,Normal,,,1024,1024,1024,1024,0,False,False,False,False,False,0,False,False,False,False,3,2924.032,26112,11007,11.367,False,3.798,3.801,3.798,0.003,False,False,711.68,,11644.2,,0,0,1,15,10,2067.0,1389.93,,Idle,0,30,False,10,True,,Go Home,39.9612303,-106.2163956,4.8,8051.8,1640.4,True,1,1,False,False,False,False,0,False,False,False,Course Lock,98.4,307.8,16.4,Calm,5,Android, 4.1.5,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,309.458,2416.9,357.9,23.6,6.9,1,12,DF021,08RDD9T00101D2,08TUDBT00151CD,,093AE5F032041Z,,Android, 4.1.5,,,,,,
