date,time,message_type,message
2017-08-29,13:16:07,,Obstacle Avoidance will be disabled in landing.
2017-08-29,13:16:07,,Landing gear lowered.Obstacle Avoidance Disabled.
2017-08-29,13:16:39,,Landing Protection Activated. Aircraft will decelerate during landing.
2017-08-29,13:16:45,,Ground Plain. Safe to Land.
