date,time,message_type,message
2018-04-19,11:25:15,,Home Point Recorded. RTH Altitude:  30m.
2018-04-19,11:26:34,Warning,In Flight
2018-04-19,11:26:34,Warning,In Flight
2018-04-19,11:26:42,Warning,In Flight
2018-04-19,11:26:44,Warning,In Flight
2018-04-19,11:26:55,Warning,In Flight
2018-04-19,11:26:55,Warning,In Flight
2018-04-19,11:27:00,Warning,In Flight
2018-04-19,11:27:47,,Obstacle Avoidance will be disabled in landing.
