date,time,message
2017-08-28,10:55:08.024,"sub module info: modueID: 0x28, firmwareVersion: 00.00.00.00, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:08.025,handle state init => upgrading
2017-08-28,10:55:08.025,upgrade progress 1%
2017-08-28,10:55:08.942,"sub module info: modueID: 0x28, firmwareVersion: 00.00.00.00, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:08.942,upgrade progress 7%
2017-08-28,10:55:10.940,"sub module info: modueID: 0x28, firmwareVersion: 00.00.00.00, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:10.940,upgrade progress 7%
2017-08-28,10:55:11.678,"sub module info: modueID: 0x28, firmwareVersion: 00.00.00.00, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:11.679,upgrade progress 15%
2017-08-28,10:55:12.897,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:12.898,upgrade progress 20%
2017-08-28,10:55:14.904,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:14.905,upgrade progress 20%
2017-08-28,10:55:16.897,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:16.897,upgrade progress 20%
2017-08-28,10:55:18.901,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:18.901,upgrade progress 20%
2017-08-28,10:55:20.909,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:20.909,upgrade progress 20%
2017-08-28,10:55:22.906,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 0%"
2017-08-28,10:55:22.906,upgrade progress 20%
2017-08-28,10:55:24.838,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 5%"
2017-08-28,10:55:24.839,upgrade progress 20%
2017-08-28,10:55:25.180,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 10%"
2017-08-28,10:55:25.181,upgrade progress 22%
2017-08-28,10:55:25.539,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 15%"
2017-08-28,10:55:25.540,upgrade progress 24%
2017-08-28,10:55:25.982,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 20%"
2017-08-28,10:55:25.982,upgrade progress 24%
2017-08-28,10:55:26.340,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 25%"
2017-08-28,10:55:26.342,upgrade progress 26%
2017-08-28,10:55:26.699,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 30%"
2017-08-28,10:55:26.699,upgrade progress 28%
2017-08-28,10:55:27.134,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 35%"
2017-08-28,10:55:27.135,upgrade progress 28%
2017-08-28,10:55:27.624,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 40%"
2017-08-28,10:55:27.626,upgrade progress 30%
2017-08-28,10:55:27.873,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 45%"
2017-08-28,10:55:27.876,upgrade progress 32%
2017-08-28,10:55:28.301,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 50%"
2017-08-28,10:55:28.302,upgrade progress 32%
2017-08-28,10:55:28.659,"sub module info: modueID: 0x24, firmwareVersion: 01.06.19.17, state:Upgrading. (code 1), progress: 55%"
2017-08-28,10:55:28.663,upgrade progress 34%
