#,CUSTOM.date [local], CUSTOM.updateTime [local], OSD.flyTime, OSD.flyTime [s], OSD.latitude, OSD.longitude, OSD.height [ft], OSD.heightMax [ft], OSD.vpsHeight [ft], OSD.altitude [ft], OSD.hSpeed [MPH], OSD.hSpeedMax [MPH], OSD.xSpeed [MPH], OSD.xSpeedMax [MPH], OSD.ySpeed [MPH], OSD.ySpeedMax [MPH], OSD.zSpeed [MPH], OSD.zSpeedMax [MPH], OSD.pitch, OSD.roll, OSD.yaw, OSD.yaw [360], OSD.flycState, OSD.flycCommand, OSD.flightAction, OSD.gpsNum, OSD.gpsLevel, OSD.isGPSUsed, OSD.nonGPSCause, OSD.droneType, OSD.isSwaveWork, OSD.waveError, OSD.goHomeStatus, OSD.batteryType, OSD.ctrlDevice, OSD.isOnGround, OSD.isMotorOn, OSD.isMotorBlocked, OSD.motorStartFailedCause, OSD.motorFailReason, OSD.isImuPreheated, OSD.imuInitFailReason, OSD.isAcceletorOverRange, OSD.isBarometerDeadInAir, OSD.isCompassError, OSD.isGoHomeHeightModified, OSD.canIOCWork, OSD.isNotEnoughForce, OSD.isOutOfLimit, OSD.isPropellerCatapult, OSD.isVibrating, OSD.isVisionUsed, OSD.voltageWarning, GIMBAL.mode, GIMBAL.pitch, GIMBAL.roll, GIMBAL.yaw, GIMBAL.yaw [360], GIMBAL.isPitchAtLimit, GIMBAL.isRollAtLimit, GIMBAL.isYawAtLimit, GIMBAL.isStuck, CAMERA.isPhoto, CAMERA.isVideo, CAMERA.filename, CAMERA.sdCardIsInserted, CAMERA.sdCardState, RC.downlinkSignal, RC.uplinkSignal, RC.aileron, RC.elevator, RC.throttle, RC.rudder, RC.mode, RC.goHomeDepressed, RC.recordDepressed, RC.shutterDepressed, RC.playbackDepressed, RC.wheelDepressed, RC.wheelOffset, RC.custom1Depressed, RC.custom2Depressed, RC.custom3Depressed, RC.custom4Depressed, BATTERY.chargeLevel, BATTERY.currentPV [V], BATTERY.currentCapacity [mAh], BATTERY.fullCapacity [mAh], BATTERY.voltage [V], BATTERY.isCellVoltageEstimated, BATTERY.cellVoltage1 [V], BATTERY.cellVoltage2 [V], BATTERY.cellVoltage3 [V], BATTERY.maxCellVoltageDeviation, BATTERY.isCellVoltageDeviationHigh, BATTERY.isVoltageLow, BATTERY.current [A], BATTERY.temperature [F], BATTERY.minTemperature [F], BATTERY.maxTemperature [F], BATTERY.usefulTime [s], BATTERY.goHomeTime [s], BATTERY.landTime [s], BATTERY.goHomeBattery, BATTERY.landBattery, BATTERY.safeFlyRadius, BATTERY.volumeConsume, BATTERY.status, BATTERY.goHomeStatus, BATTERY.goHomeCountdown, BATTERY.lowWarning, BATTERY.lowWarningGoHome, BATTERY.seriousLowWarning, BATTERY.seriousLowWarningLanding, BATTERY.timesCharged, MC.failSafeAction, HOME.latitude, HOME.longitude, HOME.distance [ft], HOME.height [ft], HOME.heightLimit [ft], HOME.isHomeRecord, HOME.goHomeMode, HOME.aircraftHeadDirection, HOME.isDynamicHomePointEnabled, HOME.isReachedLimitDistance, HOME.isReachedLimitHeight, HOME.isCompassCeleing, HOME.compassCeleStatus, HOME.isMultipleFlightModeEnabled, HOME.isBeginnerMode, HOME.isIOCEnabled, HOME.iocMode, HOME.goHomeHeight [ft], HOME.courseLockAngle, HOME.forceLandingHeight [ft], HOME.wind, HOME.dataRecorderFileIndex, RECOVER.appType, RECOVER.appVersion, RECOVER.aircraftName, RECOVER.aircraftSerial, RECOVER.cameraSerial, RECOVER.rcSerial, RECOVER.batterySerial, DETAILS.totalTime [s], DETAILS.totalDistance [ft], DETAILS.maxHeight [ft], DETAILS.maxHorizontalSpeed [MPH], DETAILS.maxVerticalSpeed [MPH], DETAILS.photoNum, DETAILS.videoTime [s], DETAILS.aircraftName, DETAILS.aircraftSerial, DETAILS.cameraSerial, DETAILS.rcSerial, DETAILS.batterySerial, DETAILS.appName, DETAILS.appType, DETAILS.appVersion, APPGPS.latitude, APPGPS.longitude, APPGPS.accuracy, APP.message, APP.tip, APP.warning
1,4/19/2018,39:47.1,0m 1.7s,1.7,39.96128726,-106.2165144,0,0,0.3,8128,0,0,0,0,0,0,0,0,4,-0.1,173.7,173.7,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.5,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,Data Recorder File Index is 29.,Taking Off.,
2,4/19/2018,39:47.4,0m 1.8s,1.8,39.96128725,-106.2165144,0,0,0.3,8128,0,0,0,0,0,0,0,0,4,-0.1,173.7,173.7,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.5,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,,,
3,4/19/2018,39:47.2,0m 1.9s,1.9,39.96128728,-106.2165143,0,0,0.3,8128,0,0,0,0,0,0,0,0,3.9,-0.1,173.7,173.7,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.5,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,,,
4,4/19/2018,39:47.4,0m 2.0s,2,39.96128726,-106.2165143,0,0,0.3,8128,0,0,0,0,0,0,0,0,3.8,-0.3,173.7,173.7,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.5,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,,,
5,4/19/2018,39:47.5,0m 2.1s,2.1,39.96128729,-106.2165143,0,0,0.3,8128,0,0,0,0,0,0,0,0,3.7,-0.2,173.8,173.8,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.5,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,,,
6,4/19/2018,39:47.5,0m 2.2s,2.2,39.96128729,-106.2165143,0,0,0.3,8128,0,0,0,0,0,0,0,0,2,1.1,173.9,173.9,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.5,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,,,
7,4/19/2018,39:47.6,0m 2.3s,2.3,39.96128718,-106.2165143,0,0,0.3,8128,0,0,0,0,0,0,-0.5,0,0.7,1.2,173.9,173.9,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.5,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,,,
8,4/19/2018,39:47.7,0m 2.4s,2.4,39.96128716,-106.2165143,0,0,0.3,8128,0,0,0,0,0,0,-0.9,0,0.1,0.8,174,174,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.6,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,,,
9,4/19/2018,39:47.8,0m 2.5s,2.5,39.96128718,-106.2165144,0,0,0.7,8128,0,0,0,0,0,0,-1.1,0,0,-0.3,174,174,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.6,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,,,
10,4/19/2018,39:47.9,0m 2.6s,2.6,39.96128714,-106.2165144,0.3,0.3,0.7,8128,0,0,0,0,0,0,-1.1,0,0.3,-0.2,174,174,Auto Takeoff,Auto Fly,Takeoff (App Auto),16,5,TRUE,,Mavic Air,TRUE,FALSE,,Smart,RC,FALSE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,,,,12.59,FALSE,4.219,4.185,4.186,0.034,FALSE,FALSE,,,,,0,1,0,15,10,4774.5,1224.24,,Idle,0,30,FALSE,10,TRUE,,Go Home,39.96129245,-106.2165084,2.6,7921.4,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,Course Lock,98.4,303.3,16.4,Calm,29,Android, 4.2.8,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,71.9,752.4,99.1,20.2,4.5,0,55,dronefo...-Mavic Air,0K1DF313BD4PR1,,,0K4AF2SA35087J,,Android, 4.2.8,,,,,,
