drone_model,dataset,controller,source_file,date,time,message
DJI_Spark,df007,mobile_iOS,458-a46a9a1d99c0e106ee4411af9666b7db8eacfcc7,2018-06-19,13:09:28,Home Point Recorded. RTH Altitude:  30m.
