date,time,message_type,message
2018-09-26,12:36:59,,Home Point Recorded. RTH Altitude:  30m.
2018-09-26,12:39:31,,Max Flight Altitude Reached. Adjust in Main Controller Settings if necessary
2018-09-26,12:43:51,,Home Point Recorded. RTH Altitude:  30m.
2018-09-26,12:45:15,,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.
